country,book,chapter,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q1_justification,q2_justification,q3_justification,q4_justification,q5_justification,q6_justification,q7_justification,q8_justification,q9_justification,q10_justification,q11_justification,q12_justification
US,The Martian,Chapter 1_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Moderate journey (months/meaningful separation),Mostly Earth-like with minor adaptations,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"The Ares Program is a cooperative civilian scientific mission with no mention of conflict or competition between nations or factions; the only struggle is against the hostile Martian environment.","The crew occupies a Hab designed to last 31 days and uses an MAV to return to orbit; the mission is explicitly temporary with no permanent settlement intended.","Hermes traveled 124 days to reach Mars, representing a multi-month separation from Earth that is meaningful but under one year one-way.","The crew speaks casual American English, references NASA and Wikipedia, and Mars operations are essentially Earth society and culture transported to another planet with survival gear.","Watney's log is written in casual American English with no indication of any linguistic differences between Earth-based and space-based communication.","Mars requires constant technological intervention to survive: a pressurized Hab, space suits with life support, an oxygenator, water reclaimer, and controlled food supply; failure of any single system means death.","Only three Ares missions have been sent to Mars with small crews; the first warranted parades while the second merited only a handshake, indicating space travel remains an exceptional and rare event.","Only NASA (the US government space agency) is mentioned as operating on Mars; there is no reference to rival nations or multinational space governance.","The entire chapter establishes a survival-thriller premise: a man stranded alone on Mars with 31 days of supplies, no communications, and multiple life-threatening failure modes.","The mission is run by NASA as a scientific and exploratory program; no military framing, military personnel, or military objectives are mentioned.","The narrative invokes frontier exploration language ('expand the horizons of humanity') and uses a colonial expedition model with supply pre-positioning and advance unmanned missions before human arrival.","The Martian surface is lethal without a pressurized suit; the atmosphere is unbreathable CO2; sandstorms reach 175 kph; and complex technological systems are required just to breathe, drink, and stay warm."
US,The Martian,Chapter 2_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict or contestation is present; Watney focuses entirely on survival logistics with no mention of rival nations or factions competing in space.","The Hab is a 31-day temporary structure; even Watney's extended forced stay is an improvised survival situation, not a planned permanent settlement.","Ares 4 is expected in about four years; the total Mars mission including supply runs takes roughly three years, representing a major multi-year separation from Earth.","Watney references Thanksgiving in Chicago, the Cubs, and Johanssen's Beatles music collection — Mars operations are essentially Earth society and culture transplanted into a hostile environment.","Watney's log entries are in casual American English; there is no indication of any linguistic difference between Earth-based and space-based communication.","Survival challenges multiply: food will run out in ~400 days, water is strictly rationed, soil has no bacteria or moisture, and every system must function perfectly or Watney dies.","Only three Ares missions have gone to Mars, and Ares 4 is still four years away; space travel remains a rare, government-managed scientific endeavor.","Only NASA and the US government are referenced; no rival nations or multinational bodies are mentioned in the context of Mars operations.","The chapter sustains the survival-thriller premise as Watney calculates food timelines, improvises farming from human waste, and confronts the probability of starvation before rescue.","The mission is a NASA scientific program; botany and mechanical engineering are the crew specialties, and there is no military framing or personnel.","Watney must live off the land by farming Martian soil, echoing colonial frontier settler strategies: composting, soil cultivation, and rationing to survive in a hostile new territory.","Martian soil contains no water and no bacteria; the atmosphere is unbreathable; soil requires intensive Earth-based biological intervention before any plant can grow, highlighting the radically non-Earth physical environment."
US,The Martian,CHAPTER 3_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; the chapter focuses entirely on Watney's engineering problem-solving to survive on Mars.","The Hab, pop-tents, and rovers form a temporary improvised living space; there is no permanent settlement or territorial claim.","Ares 4 rescue is ~1387 sols (about 4 years) away; Watney frames his entire survival strategy around enduring this multi-year separation from Earth.","Watney references Three's Company, Dungeons and Dragons, and NASA culture; the pop-culture and social references are entirely Earth-based American.","Watney's log is in casual American English with no linguistic differences between Earth and Mars.","Mars has no accessible water; its atmosphere is 95% CO2 at 1% of Earth pressure; and Watney must engineer a complex and dangerous chemistry process just to produce drinking water.","Only three Ares missions have reached Mars; Ares 4 is still years away, confirming space travel is an exceptional government-managed scientific program.","Only NASA is referenced in space operations; no rival nations or multinational authorities are present.","Watney's survival depends on MacGyver-style engineering (synthesizing water from hydrazine) under constant lethal threat — classic survival thriller territory.","The mission involves a botanist/mechanical engineer working within a NASA scientific program; no military roles or objectives are present.","Watney must pioneer survival techniques on an alien world — growing crops, manufacturing water, rationing supplies — echoing colonial frontier settlement more than any other domain.","The Martian atmosphere is 95% CO2 at near-vacuum pressure; there is no accessible water; and every resource must be chemically engineered from scratch, illustrating the extreme physical difference from Earth."
US,The Martian,CHAPTER 4_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions appears; the chapter is entirely about Watney's individual survival engineering against the hostile Martian environment.","The Hab is a temporary pressurized structure; Watney's extended stay is an unplanned survival situation, not a permanent settlement.","Rescue depends on Ares 4 arriving in roughly four years, representing a major multi-year separation from Earth.","Watney references Three's Company, Martinez's Catholic cross, and ordinary duct tape — the cultural frame is entirely contemporary American Earth society.","Watney communicates and records his log in casual American English; no linguistic differences between Earth and Mars are present.","The Hab is nearly blown up by unburned hydrogen; Watney must manage fire risk, toxic hydrazine fumes, oxygen levels, and atmospheric composition just to produce water — survival requires constant technical intervention.","The Ares program has sent only small specialist crews to Mars; the chapter confirms space travel remains a rare NASA-managed scientific endeavor.","Only NASA and US government infrastructure (MAV, MDV, Hab) are present; no rival nations or multinational authorities are mentioned.","Watney faces a series of escalating life-threatening crises (fire, hydrogen explosion risk, toxic chemicals) that sustain the high-tension survival thriller premise.","The mission crew includes a botanist, geologist, and mechanical engineer on a NASA scientific program; no military framing or personnel are present.","Watney must pioneer dangerous improvised chemistry (decomposing rocket fuel to make water) in an alien environment, echoing frontier settlers who had to produce basic necessities from scratch.","The Martian atmosphere is 95% CO2; there is no available water; the Hab atmosphere must be carefully managed to prevent explosion; and every resource must be chemically engineered — all illustrating profound physical difference from Earth."
US,The Martian,CHAPTER 5_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; Watney's sole adversary is the hostile Martian environment as he manages a hydrogen explosion risk inside the Hab.","The Hab is a temporary pressurized structure; Watney's extended stay is an improvised survival situation with no planned permanent settlement.","Rescue via Ares 4 remains ~four years away, confirming a major multi-year separation from Earth.","Watney watches The Dukes of Hazzard and Three's Company, references Lewis's disco collection, and all cultural anchors are contemporary American Earth society.","Watney records his log in casual American English with no linguistic differences from Earth-based communication.","A hydrogen explosion inside the Hab nearly kills Watney; he must manage atmospheric composition, temperature, fire risk, and oxygen levels continuously — survival requires unrelenting technical intervention.","Only small specialist NASA crews have reached Mars; no broader population lives or works in space.","Only NASA infrastructure is present on Mars; no rival nations or multinational bodies are referenced.","A hydrogen explosion inside the Hab, near-asphyxiation, and ongoing lethal chemistry sustain an intense survival thriller.","The mission is a NASA scientific program; Watney is a botanist/mechanical engineer with no military framing or personnel present.","Watney must invent improvised solutions (outwitting a safety regulator, burning rocket fuel in controlled bursts) to produce basic necessities on an alien world — echoing frontier survival.","The Hab atmosphere requires precise chemical management; hydrogen accumulates fatally; the Martian environment offers no breathable air, no water, and no food — fundamentally unlike Earth."
US,The Martian,Chapter 6_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; NASA leadership rallies around rescuing Watney with no rival actors or geopolitical competition mentioned.","NASA's presence on Mars is a temporary mission; Watney's stranded situation is unplanned and the Hab is a temporary structure, not a settlement.","Ares 4 is still four or more years away; NASA must figure out how to keep Watney alive across a multi-year gap, underlining major separation from Earth.","Chapter unfolds entirely in NASA HQ with press conferences, CNN coverage, a presidential speech, and media management — all contemporary American Earth social structures.","All communication at NASA HQ is in English with no linguistic differences between Earth and space operations.","Watney is stranded on a world where starvation, communication failure, and technical breakdowns are constant threats; Teddy notes he is likely doomed to starve before rescue is possible.","Only one person — Mark Watney — is currently on Mars; the Ares missions represent a tiny specialist program, confirmed as extraordinarily rare.","NASA (US) is the sole space actor referenced; no rival nations or multinational bodies operate on Mars, though the world's public and media follow the story.","NASA's discovery that Watney is alive and the global media frenzy frames the story as a high-stakes survival thriller watched by the entire world.","NASA is a civilian government science agency; leadership includes a director of Mars operations, a media relations director, and an administrator — all civilian roles.","The Ares program uses a frontier-expedition model: presupply probes, a small crew sent to a hostile territory, and now a desperate rescue plan — echoing colonial frontier exploration.","Mars has no breathable air, no water, and communications infrastructure is so specialized that losing the MAV dish cuts all contact; the physical environment is radically unlike Earth."
US,The Martian,Chapter 7_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; Watney's only challenge is surviving a barren, hostile planet with limited resources and no communication.","The Hab and rovers form a temporary mission outpost; Watney's entire goal is to reach the Ares 4 site — another temporary landing site — and the presence on Mars remains mission-based, not a settlement.","The Ares 4 landing site is 3200 km away and years in the future; Watney's 40-day rover trip just to reach it underscores the extreme terrestrial distance as well as temporal separation from Earth.","Watney reads Agatha Christie Poirot novels, references Apollo 13, and all cultural anchors are Earth-based; the rover modifications use duct tape from a hardware store and hammer as the primary tool.","Watney's log entries and all references are in casual American English with no linguistic differences from Earth.","Mars is described as 'a barren wasteland'; survival requires precise management of battery power, oxygen, CO2 filters, water, food, heating via RTG, and crop maintenance — constant lethal pressure.","Only Watney is on Mars; his mission represents one of only three human landings ever; space presence is exceptionally rare.","Only NASA infrastructure and US government programs are present; references to Apollo 13 and NASA's engineering decisions confirm a single Earth nation-state driving space operations.","Watney's increasingly complex rover survival planning — managing radioactive materials, power budgets, and a 40-day cross-planetary journey — sustains the high-stakes survival thriller.","NASA is a civilian scientific agency; Watney's specialties are botany and mechanical engineering, with no military framing or personnel.","Watney must trek 3200 km across an alien planet in a modified vehicle with improvised equipment, mirroring frontier expedition travel across hostile unknown territory.","Mars has no breathable air, near-zero atmospheric pressure, extreme cold requiring a plutonium heater, no water, and a rusting desert landscape — radically unlike Earth in every physical dimension."
US,The Martian,Chapter 8_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations; the European Space Agency is cooperating with NASA by pointing both its Martian satellites at the Ares 3 site to help track Watney.","The Ares 3 site is a temporary mission outpost; the Pathfinder probe site Watney heads for is another temporary relic; neither represents a settlement or territorial claim.","Watney's path to Pathfinder is 800+ km across Mars, and Ares 4 rescue is still years away — the separation from Earth remains extreme in both distance and time.","Chapter includes CNN dedicated Watney coverage, US Postal Service commemorative stamps, a flight psychologist interview, and emergency budget hearings in Congress — all Earth societal structures.","All dialogue and media are in English with no linguistic differences between Earth and space operations.","Without a presupply mission, Watney will starve; the psychologist warns he may use morphine for suicide; every aspect of his survival requires continuous NASA engineering and planetary-scale coordination.","Only one human (Watney) is on Mars; the Ares program is a rare, expensive, highly managed government program watched by the entire world precisely because of its rarity.","NASA and the European Space Agency (ESA) are cooperating to track Watney — both are Earth-based national/regional government agencies extending their operations into space with no competing actors.","A CNN program dedicated to Watney's fate, a flight psychologist speculating about suicide, and NASA's desperate rescue planning maintain intense survival thriller tension.","NASA's leadership — a director of Mars operations, flight director, JPL director, and media relations director — are all civilian agency roles; the entire rescue effort is a civilian scientific and governmental endeavor.","Venkat's plan to presupply Watney and send ribbons saying 'MARK: TURN ON YOUR COMM' mirrors frontier supply missions; Watney traveling 800+ km to recover an old probe echoes frontier exploration of unknown territory.","Watney's satellite imaging shows a barren Martian desert; Mars requires specialized satellites, probes, and landers designed for a world with no breathable atmosphere, no liquid water, and entirely alien geography."
US,The Martian,Chapter 9_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; Watney's solo rover expedition to recover a probe is a purely survival-driven mission with no political or military dimension.","Watney's rover and the Pathfinder probe represent temporary or legacy mission infrastructure; there is no settlement or territorial presence on Mars.","Watney is 800+ km from his Hab to recover a probe, then must return; the entire Mars presence is a temporary mission with rescue still years away.","Watney watches shitty 70s TV, reads Poirot novels, thinks about the Cubs, and references the ancient Egyptians as an engineering analogy — entirely Earth cultural frame.","Watney's log is in casual American English with no linguistic differences from Earth.","Watney describes Mars as a 'barren wasteland'; driving in space suits, managing oxygen mixtures, and using Phobos to navigate illustrate constant survival pressure on an alien world.","Watney explicitly states 'I'm the first person to be alone on an entire planet'; he is one of only a handful of humans who have ever set foot on Mars.","Only NASA infrastructure (Pathfinder, Sojourner, Ares mission equipment) is present; no rival nations or multinational bodies are operating on Mars.","Watney's isolation, mounting physical exhaustion, and the desperate goal of recovering a 1997 probe to communicate with humanity sustain the survival thriller.","The entire mission is a NASA civilian scientific program; Watney's skills are botany and mechanical engineering, and there is no military framing.","Watney is the first person to drive long-distance on Mars, to grow crops on Mars, and to spend more than 31 sols there — he is a frontier pioneer in the most literal sense.","Mars has no magnetic field (no compass possible), no breathable atmosphere, extreme rock-strewn terrain, and ancient dried riverbeds — a physically alien world that constantly challenges human biology and technology."
US,The Martian,Chapter 10_ The Martian,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Long-distance journey (years, major separation from Earth),Basically Earth society in space,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Earth nation-states extend into space,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"No conflict between nations or factions; Watney's focus is entirely on restoring a dead probe to reestablish communication with Earth.","Watney returns to his Hab after a 22-sol rover trip; the Hab and all Mars infrastructure remain temporary mission equipment, not a permanent settlement.","Watney's 22-sol trip to Pathfinder and the multi-year wait for Ares 4 confirm that Mars represents a major long-distance separation from Earth with no immediate means of return.","Watney watches The Six Million Dollar Man, references JPL's engineering practices, and uses NASA-labeled hardware in a completely Earth-culture frame.","Watney's log is in casual American English; all communications and engineering references are Earth-standard.","Mars has no magnetic field leaving inhabitants exposed to lethal solar radiation; external temperatures reach -63°C; survival requires a pressurized Hab, radiation shielding, and constant system maintenance.","Watney is the sole human on Mars; the chapter confirms only a handful of missions have reached the planet, making his presence extraordinarily rare.","Only NASA equipment (Pathfinder, Ares mission hardware) is present on Mars; no rival nations or multinational bodies operate there.","The Pathfinder boot sequence at the end of the chapter — 'SIGNAL ACQUIRED' — marks a turning point in the survival thriller, raising hope of communication for the first time.","NASA's engineering decisions (4 km safe zone for RTG, labeled batteries, probe architecture) and Watney's role as botanist/mechanical engineer confirm an entirely civilian scientific mission.","Watney collects soil and rock samples as a scientific duty, repairs a decades-old probe with improvised parts, and navigates by Mars's moons — echoing a frontier explorer doing science in unknown territory.","Mars external temperature is -63°C; the planet lacks a magnetic field exposing it to full solar radiation; the atmosphere is too thin for heaters to work efficiently — the physical environment is radically alien."
